location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,NA,NA,NA,0.004081801255141698,0.0054377243517136666,0.008120826424668392,NA,NA,NA,0.0041,0.0054,0.0081,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.002816978868180382,0.0048845959838910435,0.007889585768413537,NA,NA,NA,0.0028,0.0049,0.0079,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.002780086760974622,0.004968116888009183,0.009279814567497258,NA,NA,NA,0.0028,0.005,0.0093,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
United States,0,1.2339254335764134,1.7195850773108163,2.281864723831643,4119.456654360659,5740.830034547347,7617.999082565302,1.23,1.72,2.28,4100,5700,7600,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
United States,1,1.0105573383130295,1.6650915694644275,2.4492366348631074,3373.742884819795,5558.903609004259,8176.769745597372,1.01,1.67,2.45,3400,5600,8200,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
United States,2,0.8815343516653619,1.6560485661503799,2.8576813602862656,2943,5528.713567399001,9540.361334115143,0.88,1.66,2.86,2900,5500,9500,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.003813401623238184,0.005574156474559724,0.008303585824886647,NA,NA,NA,0.0038,0.0056,0.0083,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.0027072587020672305,0.004909219468345321,0.009649850421265593,NA,NA,NA,0.0027,0.0049,0.0096,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.0025597372995866145,0.0047469014859722256,0.009199773757452026,NA,NA,NA,0.0026,0.0047,0.0092,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alabama,0,1.137817097906152,1.8272251137623756,2.7168206104714447,57.998645,93.14026033112896,138.48615423813334,1.14,1.83,2.72,60,90,140,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alabama,1,0.9671466389982647,1.7852374983839676,2.805373211746235,49.29895558910834,91,143,0.97,1.79,2.81,50,90,140,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alabama,2,0.7842571995890728,1.6088717279392215,2.9438762528296505,39.97642063154556,82.00999999999999,150.06,0.78,1.61,2.94,40,80,150,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,0.0026467704773174314,0.004912469048030145,0.008327015275598575,NA,NA,NA,0.0026,0.0049,0.0083,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,0.002190403190358505,0.005156267624714412,0.010386274243435589,NA,NA,NA,0.0022,0.0052,0.01,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alaska,2,NA,NA,NA,0.002142894281635998,0.004496961596339689,0.00933785256118018,NA,NA,NA,0.0021,0.0045,0.0093,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alaska,0,0.421519408861181,1.2144928208219348,2.3543615315767203,3,8.643679,16.756249999999994,0.42,1.21,2.35,3,9,20,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alaska,1,0.28101293924078735,1.243101371202637,3.2601234208829144,2,8.8472892,23.202657,0.28,1.24,3.26,2,9,20,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Alaska,2,0.25243525813146067,1.1930102807591811,3.1367322138837914,1.7966095000000002,8.490785399293976,22.324468206754474,0.25,1.19,3.14,2,8,20,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arizona,0,NA,NA,NA,0.0020433945896276146,0.0034112602679467158,0.005331654134528936,NA,NA,NA,0.002,0.0034,0.0053,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arizona,1,NA,NA,NA,0.0017044965587154647,0.0031251882260031564,0.005237404931580215,NA,NA,NA,0.0017,0.0031,0.0052,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arizona,2,NA,NA,NA,0.001789099348124795,0.003636310697603917,0.007243996587145713,NA,NA,NA,0.0018,0.0036,0.0072,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arizona,0,0.44510109594680153,0.8234815533512013,1.3375066041109658,33,61.05330116697261,99.1633548818249,0.45,0.82,1.34,30,60,100,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arizona,1,0.32984004840008857,0.8227626319016633,1.66423974170109,24.45449291480483,61,123.38749999999999,0.33,0.82,1.66,20,60,120,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arizona,2,0.32020566555000973,0.8227074779784299,1.883098790442287,23.740195338483876,60.99591086276067,139.61381054883475,0.32,0.82,1.88,20,60,140,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arkansas,0,NA,NA,NA,0.003860202349296614,0.005886989438290604,0.008780189235587177,NA,NA,NA,0.0039,0.0059,0.0088,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arkansas,1,NA,NA,NA,0.0031366455624370795,0.0052439145565063815,0.009496984020077995,NA,NA,NA,0.0031,0.0052,0.0095,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arkansas,2,NA,NA,NA,0.0030789129055248925,0.0056175545279740086,0.01024342360316733,NA,NA,NA,0.0031,0.0056,0.01,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arkansas,0,0.9097656117410841,1.66746407717728,2.6436238403956165,27.875,51.09069913333334,81,0.91,1.67,2.64,30,50,80,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arkansas,1,0.7946390184386055,1.540201918465854,2.83944782857307,24.347548811594447,47.19141713333333,87,0.79,1.54,2.84,20,50,90,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Arkansas,2,0.7017026243025402,1.594918576854408,3.1132440345545933,21.5,48.86792241436062,95.38905004018444,0.7,1.59,3.11,20,50,100,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
California,0,NA,NA,NA,9.939636887114928e-4,0.0019294269841803747,0.00332122311854774,NA,NA,NA,9.9e-4,0.0019,0.0033,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
California,1,NA,NA,NA,8.683091038664715e-4,0.0017781743665776133,0.0032042551404627873,NA,NA,NA,8.7e-4,0.0018,0.0032,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
California,2,NA,NA,NA,8.128787444317532e-4,0.001904611863266043,0.0043682707137487065,NA,NA,NA,8.1e-4,0.0019,0.0044,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
California,0,0.411580874129495,0.6804013981287766,1.0044936435851959,159.809375,264.1875,390.02663015462764,0.41,0.68,1,160,260,390,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
California,1,0.355081964561669,0.6752449116663534,1.2339343754088477,137.871875,262.18533,479.1142973836544,0.36,0.68,1.23,140,260,480,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
California,2,0.3546393092872772,0.6895764347252613,1.4507905894025481,137.7,267.75,563.315625,0.35,0.69,1.45,140,270,560,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Colorado,0,NA,NA,NA,0.0035984504533629574,0.005578550325258437,0.0080065775516829,NA,NA,NA,0.0036,0.0056,0.008,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Colorado,1,NA,NA,NA,0.00295166257986593,0.004937505174240976,0.008308250214636761,NA,NA,NA,0.003,0.0049,0.0083,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Colorado,2,NA,NA,NA,0.0027469811524461606,0.0048159593418599,0.008972797702019551,NA,NA,NA,0.0027,0.0048,0.009,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Colorado,0,1.0117752177174126,1.5034596478200501,2.1659893687095875,59.121233298668585,87.85191318920911,126.565625,1.01,1.5,2.17,60,90,130,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Colorado,1,0.8030023871715328,1.4225652998117337,2.3616723172814345,46.921975,83.125,138,0.8,1.42,2.36,50,80,140,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Colorado,2,0.6741001433463952,1.3851293708693198,2.723134274590956,39.38980827318428,80.9375,159.12136800000002,0.67,1.39,2.72,40,80,160,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Connecticut,0,NA,NA,NA,0.005070809137634806,0.00748134627999828,0.010869109973024867,NA,NA,NA,0.0051,0.0075,0.011,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Connecticut,1,NA,NA,NA,0.004238047097776568,0.006999955246928184,0.011704973867900433,NA,NA,NA,0.0042,0.007,0.012,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Connecticut,2,NA,NA,NA,0.0035797231318695434,0.006542823822043347,0.01251714556377201,NA,NA,NA,0.0036,0.0065,0.013,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Connecticut,0,1.1073203843287591,1.792833359724469,3.0174480472958685,40,64.76294973333333,109,1.11,1.79,3.02,40,60,110,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Connecticut,1,0.8438534762985646,1.7163465957095765,3.2408872330710037,30.48272164916736,62,117.07134733315982,0.84,1.72,3.24,30,60,120,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Connecticut,2,0.6965864797346542,1.5254722444609068,3.4917240912136465,25.162960588210048,55.105000000000004,126.13238736069243,0.7,1.53,3.49,30,60,130,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Delaware,0,NA,NA,NA,0.005806394594960813,0.008603730555702708,0.012279714791326713,NA,NA,NA,0.0058,0.0086,0.012,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Delaware,1,NA,NA,NA,0.004740495195627359,0.007622027989140559,0.015689327971394242,NA,NA,NA,0.0047,0.0076,0.016,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Delaware,2,NA,NA,NA,0.004556982230483614,0.00900402263643719,0.017128474120543653,NA,NA,NA,0.0046,0.009,0.017,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Delaware,0,1.1484280105246578,2.2149624425712315,3.8613212225370277,11.810916,22.779604043628424,39.71144920748426,1.15,2.21,3.86,10,20,40,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Delaware,1,0.8751101180231846,2.041923608720764,4.343513253311389,9,21,44.67051457262072,0.88,2.04,4.34,9,20,40,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Delaware,2,0.6806412029069213,1.8554385854077773,4.36835928303431,7,19.082109696539455,44.92604157762372,0.68,1.86,4.37,7,20,40,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
District of Columbia,0,NA,NA,NA,3.44791639064495e-4,6.909367463549904e-4,0.0012354972255918084,NA,NA,NA,3.4e-4,6.9e-4,0.0012,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
District of Columbia,1,NA,NA,NA,0,2.163150154058758e-4,0.0023943724409595003,NA,NA,NA,0,2.2e-4,0.0024,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
District of Columbia,2,NA,NA,NA,2.4162527552442565e-4,5.914625722328049e-4,0.0011627982819605875,NA,NA,NA,2.4e-4,5.9e-4,0.0012,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
District of Columbia,0,0.6658981708517133,1.7017397699543786,3.403479539908757,4.5,11.5,23,0.67,1.7,3.4,5,10,20,wk inc covid hosp,hosp,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
District of Columbia,1,0.464856585708004,1.6127679035919589,3.7157117933525607,3.1414031863316922,10.898746811214703,25.11,0.46,1.61,3.72,3,10,30,wk inc covid hosp,hosp,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
District of Columbia,2,0.43560227934406487,1.594564970202672,4.0261465755642085,2.943708727328528,10.775735209985914,27.207853066882052,0.44,1.59,4.03,3,10,30,wk inc covid hosp,hosp,2026-03-14,2026-02-28,2026-02-25,"March 14, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Florida,0,NA,NA,NA,0.0018315759905476326,0.0028420086762732553,0.004464590477230334,NA,NA,NA,0.0018,0.0028,0.0045,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-28,2026-02-25,"February 28, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
Florida,1,NA,NA,NA,0.0014109965300685904,0.0026601739923785197,0.004525522943669842,NA,NA,NA,0.0014,0.0027,0.0045,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-28,2026-02-25,"March 07, 2026","February 25, 2026","February 28, 2026",CovidHub-ensemble
