location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-02-21,2026-02-21,CEPH-Rtrend_covid,3879,4371,4900,5559,6294,7010,7816,3900,4400,4900,5600,6300,7000,7800,1.149357587332554,1.2951384414103102,1.451882489798792,1.6471458695492829,1.8649282430191017,2.0770808680590886,2.315900722503543,1.15,1.3,1.45,1.65,1.86,2.08,2.32,TRUE,FALSE,CEPH Lab at Indiana University,2026-02-18,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-02-21,2026-02-28,CEPH-Rtrend_covid,2712,3349,4111,5155,6427,7781,9436,2700,3300,4100,5200,6400,7800,9400,0.8035725127212907,0.9923172363951337,1.2180997786862928,1.527439639778117,1.9043364820279258,2.305530133290694,2.7959108517839595,0.8,0.99,1.22,1.53,1.9,2.31,2.8,TRUE,FALSE,CEPH Lab at Indiana University,2026-02-18,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-02-21,2026-03-07,CEPH-Rtrend_covid,1856,2507,3361,4631,6325,8274,10789,1900,2500,3400,4600,6300,8300,10800,0.5499375308299098,0.7428304901888922,0.995872866982396,1.3721771041343278,1.8741136220361962,2.451607289917389,3.19680820049779,0.55,0.74,1,1.37,1.87,2.45,3.2,TRUE,FALSE,CEPH Lab at Indiana University,2026-02-18,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2026-02-21,2026-02-21,CFA-EpiAutoGP,5019.3041,5326.6378,5653.1147,6011.3959,6426.5304,6830.6931,7292.3038,5000,5300,5700,6000,6400,6800,7300,1.4872325987276094,1.5782963574123188,1.6750322950518677,1.7811919278486228,1.904197338350944,2.0239517765468227,2.160728203574121,1.49,1.58,1.68,1.78,1.9,2.02,2.16,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-02-18,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2026-02-21,2026-02-28,CFA-EpiAutoGP,4211.2926,4664.2246,5163.0891,5729.1846,6440.6342,7177.5271,7970.1787,4200,4700,5200,5700,6400,7200,8000,1.247816731705965,1.3820216378017909,1.5298364607267356,1.6975720003193666,1.9083763302406636,2.126719574805368,2.361584264305572,1.25,1.38,1.53,1.7,1.91,2.13,2.36,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-02-18,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2026-02-21,2026-03-07,CFA-EpiAutoGP,3384.3703,3937.1622,4524.11,5331.3561,6294.4322,7387.1221,8879.6041,3400,3900,4500,5300,6300,7400,8900,1.0027975464418541,1.1665911954444266,1.3405053246782885,1.579694401728975,1.865056304980753,2.1888231075501388,2.631049328395013,1,1.17,1.34,1.58,1.87,2.19,2.63,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-02-18,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-02-21,2026-02-21,CFA_Pyrenew-Pyrenew_E_COVID,0.005476810037159948,0.005757636352663141,0.005987704435891062,0.006251934950218766,0.0065283362403945645,0.006783375067602383,0.007113426277349221,0.0055,0.0058,0.006,0.0063,0.0065,0.0068,0.0071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-02-18,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-02-21,2026-02-28,CFA_Pyrenew-Pyrenew_E_COVID,0.004213907790487698,0.004884921863666465,0.005506001486696006,0.006331745959051607,0.007209530945348015,0.008306837870489452,0.009648056642321427,0.0042,0.0049,0.0055,0.0063,0.0072,0.0083,0.0096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-02-18,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-02-21,2026-02-21,CFA_Pyrenew-Pyrenew_HE_COVID,5347.9,5610,5835,6093.5,6370.25,6635.1,6985.05,5300,5600,5800,6100,6400,6600,7000,1.5845964014683593,1.662257299545148,1.7289253730563168,1.8055195819569265,1.8875213123756645,1.9659970424620339,2.069688119463072,1.58,1.66,1.73,1.81,1.89,1.97,2.07,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-02-18,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-02-21,2026-02-21,CFA_Pyrenew-Pyrenew_HE_COVID,0.005354798361658723,0.005655987550689072,0.005943341168974326,0.006286514622414984,0.0066613969643324125,0.006992936409082396,0.007433401733628584,0.0054,0.0057,0.0059,0.0063,0.0067,0.007,0.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-02-18,Pyrenew_Hospital_Admissions_ED_Visits_COVID
